entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll
20,106.6883047,96.60259375,35.31444531,16.47011133,2.3461962,1.9081011,1.8418128,0.9271455,2.8376544,0.22751099,-1.6019621,-1.5603248,562.327,332.7302188,114.1803047,24.07102148,-1,-1,1,1,13,11,11,13,0.17506218,-0.054496765,0.11285019,0.000864029,0.70646346,1.3059819,1.077098,2.3185253,0,0,0,0,0.002349871,-0.00873952,-0.005652462,0.027235761,92.64588263,93.6745887,92.64588263,272.6586474
21,80.72425,26.82837305,8.168075684,7.019801758,-1.1403335,-0.8018288,0.27354574,0.34560278,1.6932455,-0.6895784,1.5919905,-2.8543706,139.1493906,35.92483594,8.475583008,7.443218262,1,-1,-1,-1,11,11,11,11,0.000785828,0.011802673,-0.117176056,-0.25125885,0.5245822,0.425879,1.3071204,6.7547216,0,0,1.3589894,0,0.029338175,0.018613327,0.04721867,0.34934282,39.49176733,87.89290185,12.0466989,118.8067162
22,74.54816406,56.102625,15.74331738,7.394583984,0.35437346,1.1119242,0.15473612,0.9215913,-0.5426073,1.1188052,-1.0899031,2.522298,79.27832813,94.50846094,15.93216699,10.76345313,1,-1,1,1,13,11,11,11,-0.011078835,0.080513954,0.16282749,0.04580593,3.37515,0.57963985,0.6263899,0.33682662,0,0,0.6574563,0.2683753,-0.007158673,0.049420018,0.5243564,0.28318873,26.58228431,60.75683948,48.82568943,139.0065094
23,81.99016406,55.47701563,42.40013672,34.87084375,0.2130241,-0.83381015,0.90704596,-1.277144,0.74035686,1.2636214,2.272232,-2.27994,83.85760156,75.90550781,61.07133203,67.39173438,-1,1,1,-1,13,13,13,13,0.010982513,0.009437561,-0.017734528,-0.06808853,0.15295814,0.18107067,0.2636384,1.1147435,0,0,0,0,-0.006405839,-0.009467267,-0.012387124,-0.015061745,81.69500686,117.3569785,81.69500686,258.8712499
24,97.62789844,95.09448438,19.70896484,17.61538477,-1.183324,-0.8419443,-1.7731396,-2.1812356,3.141434,-0.011733303,0.69431823,-1.9165146,174.3375,130.8380234,59.70942578,79.00635156,-1,-1,1,1,11,13,11,13,0.02627182,0.032909393,0.09857559,0.15649796,5.4967213,0.7131274,0.9223435,0.4494603,0,0.014849923,0.062388774,0,-0.019002685,-0.000396868,-0.01434739,0.000879959,86.569511,89.05098641,86.569511,248.5541387
25,81.42730469,77.92878906,11.44062109,9.942197266,0.9535321,0.053941835,1.5567507,2.1614165,1.7543615,-0.405082,-0.7024753,-2.8055112,121.3363047,78.04226563,28.33958203,43.73866406,1,-1,-1,-1,11,13,11,11,-0.006851196,0.06879425,0.5282898,-88.75885,0.80648893,1.5083989,111.53999,0.16304381,0,0,0.23201904,0.1294683,0.011137078,0.008285367,0.233319,-0.07404691,56.54238503,60.46232934,87.24540665,206.3476536
26,72.82979688,39.67126172,14.11638965,7.006291016,-0.9203593,0.20041445,1.8576382,-1.2977649,-2.4563792,0.41796288,-1.4377644,2.9237335,105.9152656,40.47078516,46.33451563,13.7822373,-1,1,1,1,13,13,13,11,-0.035508156,0.0692997,0.8611026,67.13123,1.4270554,0.8927132,20.421217,1.908878,0,0,0.57732385,0,-0.002596614,-0.001430876,0.113375165,-0.042772643,124.0055666,124.595796,41.86674843,197.1495696
27,54.72235156,52.0244375,40.4799375,29.94607227,1.2181175,0.22787203,0.22952984,0.25315064,2.1657236,1.0352154,-2.5172563,-1.1849447,100.5962031,53.38109766,41.55108203,30.91075781,-1,1,-1,1,11,13,13,11,-0.051861763,-0.037384987,0.13586426,-0.025897026,1.9663212,4.5963955,0.7316204,0.6836765,0,0,0,0.41544482,0.010311875,0.00435746,-0.003910174,0.021241289,89.85142928,90.17517726,89.85142928,190.4213564
28,42.4384375,24.41914258,9.59537207,7.366498535,1.9317675,1.8175707,1.0280681,1.6661241,2.2221546,-0.7197372,-1.4694088,-0.10830169,149.5231719,77.15605469,15.12918555,20.18667969,1,-1,-1,1,13,13,13,13,0.024215698,-0.27640915,0.058727264,0.22683716,1.261579,0.010454905,1.6808097,1.4360406,0,0,0,0,-0.000435866,-0.004946372,-0.019744597,0.05310488,8.329630507,64.16873566,11.90604713,86.89664083
29,36.42327344,11.25218945,9.928307617,7.387910645,-2.3285828,0.4850055,0.885287,-0.21952151,-0.4227506,-2.5816016,-0.6556345,2.2971933,188.6875,12.60220703,14.08010449,7.566637207,-1,1,-1,-1,13,13,13,11,-0.015903473,0.032632828,72.5766,71.105865,1.4106284,1.6892847,36.72416,5.265867,0,0,0,0.51567626,0.013281663,-0.003405755,0.05759228,0.5736503,17.86933443,85.50667523,19.74398788,138.7434739
30,46.87679688,25.27620703,12.46236816,11.71464063,-2.2444615,-1.272175,0.42643878,0.4231658,1.7571244,-2.23302,-0.68636453,-0.4642307,223.63325,48.64199219,13.61319531,12.77968945,1,-1,-1,1,13,13,13,13,-0.13973522,0.013191223,0.014771462,0.010360718,0.75908494,0.055776738,11.564462,17.439898,0.046523817,0,0.9267131,1.0458848,-0.009474122,-0.012236159,0.012000738,-0.029771106,2.687092039,96.84553059,42.23992775,163.3911997
31,51.81725781,45.19757422,28.71116602,22.18831445,-1.6073202,2.412065,-0.71205324,0.11887167,-2.40686,0.9711717,0.51212513,0.35038048,134.4618125,254.1597031,36.30250781,22.34551367,-1,1,1,-1,11,13,11,13,-0.016526222,0.18266296,-0.057629585,-0.09794426,1.3590018,1.2102385,2.198781,2.3748078,0,0,0,0,-0.003340351,-0.005000679,0.000111527,-0.012500626,84.56796512,91.6773435,84.56796512,432.4853347
32,91.57632813,15.25303223,9.27953125,7.68479834,-0.52198184,-2.2413542,-0.64040715,0.024329277,-2.6616924,1.7224803,1.0864286,-1.9724863,104.3378516,72.54628125,11.24832715,7.687798828,1,-1,-1,-1,11,11,11,13,0.05221176,-0.07438469,-0.043701172,0.05997324,0.90909284,1.8660511,0.50953835,0.054662455,0.013104945,0,0.31488386,0,0.013899939,0.013683414,0.2138254,-0.06740734,55.74875813,94.58586906,17.81779361,121.4601347
33,60.93042188,33.77126563,9.66575,8.373089844,-1.3941524,-1.1312615,-2.2841632,-2.4042263,-0.10744431,3.119443,2.5893633,2.9446242,130.3789375,57.78594141,47.93886719,46.72266797,-1,1,1,-1,13,13,11,11,0.043540955,0.06254196,0.15502548,0.05493164,0.74985516,1.2833006,1.3857746,1.673045,0.04329924,0,0,0,-0.01034173,-0.001429264,0.02945198,0.18196924,3.357750806,91.42709009,3.357750806,121.7302615
34,58.16339453,54.77489844,8.756118164,7.574652344,-0.28804615,-1.2270359,1.9932827,-1.9009289,1.917782,-0.5978027,2.2959676,0.5142564,60.59305078,101.4503906,32.72964844,25.91134961,-1,1,1,-1,11,13,11,13,0.09027386,0.003788948,0.23691273,0.12951756,2.8652582,2.0933776,0.13172469,0.7709855,0,0.06487649,0.67018056,0.37988034,-0.012958076,-0.002976343,0.30773437,-0.027325802,25.65306808,63.96226775,25.65306808,194.1682474
35,94.55039063,60.43884766,42.80770703,24.31255078,1.2061622,0.20753466,0.93362415,1.2494166,-1.3957065,1.0765336,2.839879,1.5812285,172.0809219,61.74509766,62.85964453,45.8896875,-1,1,-1,1,11,11,11,11,0.03766632,0.11064911,0.10364723,-0.03784561,0.06890857,1.3255686,0.32934108,0.042565346,0.019455614,0,0.030719016,0.049227398,0.018690128,0.008834325,-0.006855394,0.006912017,39.33120348,163.0350271,39.33120348,243.0595025
36,53.50831641,51.52096875,47.35456641,35.56459375,0.94934726,0.22429787,-0.22844188,0.446341,-2.2785788,-0.17303342,-2.3217506,1.2217492,79.48710156,52.82241016,48.59556641,39.16653516,1,1,-1,-1,13,11,11,13,-0.045146942,0.000717163,0.10035324,-0.11501694,1.3042588,3.1996586,0.25145784,0.84017295,0,0,0,0,-0.013701875,0.048993625,0.019592518,-0.01496164,88.66509989,89.74288909,88.66509989,200.1902258
37,53.51027734,39.23632031,33.10651563,30.62501758,0.22338627,-1.2606878,-0.7716209,-0.4111866,1.2248694,0.5610837,-2.460039,-1.4161566,54.85105859,74.77089063,43.46125391,33.25065625,1,-1,-1,1,13,13,13,11,-0.005260468,-0.04919052,-0.09837723,0.066020966,0.38960564,4.134175,0.6206945,2.016539,0,0.031755526,0,0,0.011254967,8.98E-05,-0.011741644,0.05664619,80.18356948,92.08393064,65.37517148,180.7021527
38,40.88885156,20.36691992,11.20724316,7.330555176,-1.8582908,-0.9766417,0.14611565,1.3647822,-1.7481214,-0.17691916,-1.5001968,-1.394274,134.2934063,30.87723633,11.3270918,15.28533105,-1,1,-1,-1,11,11,11,11,-0.034614563,0.013128281,0.2035675,-0.97834396,0.7276019,0.18341078,7.046476,21.728848,0,0,0.49282947,0,0.05125926,0.059112184,0.31310713,0.2671642,25.76686114,48.54471223,11.78142229,119.0432566
39,63.89407813,43.01709375,39.58226563,13.37356445,-0.38660514,1.2420563,-0.16423626,1.657195,-2.563936,1.5084007,-0.1742626,0.36619174,68.72884375,80.68966406,40.11730469,36.3445,-1,-1,1,1,13,11,11,13,0.092592,-0.018903494,0.05990386,-0.017038584,3.0377085,0.059900217,1.5792563,0.19128436,0,0,0,0,-0.004448743,-0.027432136,0.02489927,-0.014714108,88.01047474,91.53267828,88.01047474,214.6079016
40,70.0844375,68.84246094,11.71838672,11.54704395,-0.28416625,2.1408753,1.9082499,-0.017397849,1.3360571,-1.8325645,-2.401048,0.6255076,72.93320313,296.8635938,40.36761719,11.54927441,-1,1,1,-1,11,13,11,13,0.0841794,0.12251568,0.002954483,0.092828274,1.4860551,2.11646,0.68277985,0.031493478,0,0.038498558,0,0,0.007195798,0.008598341,-0.001900051,0.04398223,90.58625214,93.84844665,90.58625214,289.1081619
41,29.48179297,26.77242773,18.14505469,10.5899502,2.4289463,1.6617615,2.4016063,1.2915312,-1.5836415,1.0199634,-1.2097979,2.099924,168.562875,73.06714844,100.9905625,20.7203125,1,1,-1,-1,11,11,11,11,-0.20678616,-0.011793137,0.13493729,-0.030195236,0.43216962,0.2081351,1.0483032,0.16516659,0,0,0,0,0.015962763,0.003933569,0.02848473,-0.04261297,8.619737674,42.95031452,40.1090936,91.18204285
42,37.17112891,33.24091016,7.882011719,7.520132813,-0.6850049,-2.2455187,0.57760185,-1.5068761,-2.7375183,0.23883726,-2.1218407,1.2453784,46.23857422,158.7450938,9.234393555,17.80126953,1,-1,1,1,13,13,13,13,-0.020442963,-0.08744049,27.726492,26.559456,3.488344,0.32656556,0.5042265,5.606545,0,0,0,0,-0.019442795,-0.003667102,-0.09169114,0.013929734,19.37540668,92.62911394,24.48569066,126.9801167
43,136.038,93.36921094,13.37304199,11.15373438,1.3738174,1.2065797,-0.1751133,-0.42418772,2.6160786,-1.2833017,1.324,1.8075097,285.9206875,169.9905,13.57901758,12.17280469,-1,-1,1,1,13,13,13,13,-0.031728745,-0.023471832,-0.044581413,0.05683422,0.72182685,0.084287494,1.2824512,0.054465644,0,0,0.21030532,0,0.016198987,-0.006307004,-0.05102434,-0.045600932,85.54001891,89.15112992,87.19832619,273.053658
44,56.63217969,36.67292578,8.66944043,7.714618164,-0.79418486,-0.66061383,1.4053665,0.88990146,2.7279444,-0.5878471,-0.81312,2.121825,75.45073438,44.97056641,18.73625,10.9768125,1,-1,1,1,13,13,13,13,0.020986557,-0.100221634,-0.77706337,-0.8933716,1.6390344,1.6501813,8.020175,3.8839922,0,0,0,0,-0.007262212,0.057288423,0.024992151,0.2893827,43.67613137,91.004192,16.81949212,139.6679997
45,42.67116797,35.92940625,10.96042383,9.009310547,0.86252433,1.6226691,-1.6225109,-0.7816078,0.4623781,-2.6413426,-1.2140676,-2.7693443,59.55249609,94.56560156,28.84343164,11.90423633,-1,1,-1,1,11,11,11,11,-0.01813662,0.089295864,-0.071456194,-95.73908,4.180545,1.0095268,0.55488235,2.8386009,0,0.098248415,0.11718819,0,0.08886764,0.02176347,0.20444576,0.028173484,16.38488718,100.05065,53.19839092,169.9697683
46,61.45382813,60.61335156,35.60241797,8.560300781,-0.08210778,-0.005728439,1.0087976,0.3264124,-0.35388312,-1.5044303,1.3762358,1.0516454,61.66109766,60.6144375,55.307625,9.021011719,1,-1,-1,-1,11,13,11,13,-0.073812485,-19.073692,0.07434845,-0.07825661,3.391903,25.038034,2.6346567,0.89499605,0,0,0,0,-0.021742402,-0.017504536,-0.02420083,-0.04583528,89.12062889,89.12062889,44.27733616,162.4401601
47,50.95964844,41.69914063,9.706266602,7.386835449,-0.5976103,-0.7112986,-1.0468136,1.0410836,-0.37612775,2.7397628,-1.1626135,2.2680924,60.33353125,52.70021875,15.52851563,11.7653252,1,-1,-1,1,11,11,13,13,0.056630135,-0.051386833,-28.185026,-28.053246,2.5483468,0.57182807,3.5477016,4.554961,0,0,0,0,0.012439176,-0.028476482,0.05667387,0.008179835,26.92280579,92.3362631,26.92280579,122.6335781
48,53.86334766,36.95133984,12.05230859,7.953836914,2.161425,2.329998,-0.7951749,-1.6920694,-3.1093786,-0.67124206,-0.33946586,1.0209183,236.9627656,191.6890938,16.06806738,22.3300332,-1,1,1,1,11,11,13,13,-0.28120804,0.27326012,-0.23095894,-0.08978462,0.4749756,0.80941015,2.2813294,3.269559,0,0,0,0.30959308,-0.010723515,0.001049165,0.017544882,-0.001820559,84.10137232,84.10137232,15.30194071,259.8389581
49,112.5381875,53.11201953,47.24265234,23.98757227,-2.462396,-0.41997227,-0.78475887,-2.2574556,2.8772714,-0.23384547,1.879123,-1.234323,664.994875,57.86512891,62.55182422,115.9001875,-1,1,-1,1,11,11,11,11,0.025811195,0.038062096,0.000937462,0.034934044,2.2890322,0.6938565,1.150025,1.2407295,0,0,0,0,-0.035960596,-0.000450394,0.011080621,0.023341812,86.41443927,242.4940306,86.41443927,336.6016777
50,37.50535547,29.05389648,24.02083594,12.19887891,-0.26689988,1.0861001,-0.05810516,2.3229754,0.36633164,2.8959715,2.7569137,-1.7121719,38.84916016,47.94223438,24.06162891,62.84857813,1,-1,1,1,11,11,13,13,-0.007892609,0.1465416,101.10596,-0.06304169,0.37189966,3.2397885,132.61737,1.561746,0,0,0,0,0.00938275,-0.006380835,-0.031524092,0.008267344,79.25577511,79.25577511,57.77444487,147.5933373
51,43.57219922,37.52860156,8.403526367,7.253979004,-0.3461542,0.46543276,2.3387299,-0.7786296,-0.5822522,2.4254222,0.81714135,-1.9231431,46.20883984,41.66737891,43.96951563,9.566255859,1,-1,1,-1,11,11,13,11,-0.12730408,0.024765015,-106.180885,-107.85708,0.63198453,3.2254448,25.244287,0.58577234,0,0,0,0,-0.011644431,0.012821689,0.0153541,0.13629736,23.41219372,87.45873663,38.62388622,135.2683436
52,57.57665625,34.55644141,8.621069336,8.032020508,0.8526945,0.40836105,-0.9805801,-2.3896189,2.1225586,-1.0942955,-1.1409159,1.7433728,79.80770313,37.478,13.1091748,44.18012891,-1,1,-1,-1,11,11,13,11,-0.031536102,0.07154274,0.4082451,0.4408226,2.7069912,0.4072583,2.2726145,3.0534253,0.02261669,0,0.3253953,0.5813509,0.01958829,0.033504378,-0.07257285,0.020294232,71.42632437,91.3599375,20.83869596,172.3957486
53,77.81789844,46.79910156,38.12587109,16.78292773,1.4791746,-1.4333059,-0.61551374,-0.03352857,0.7728393,-1.9533393,1.1421639,-1.9637781,179.648375,103.6847578,45.57903516,16.79269531,1,1,-1,-1,13,13,13,13,0.009578705,-0.0434494,0.03653717,-0.055934906,4.225842,1.3913157,4.013462,1.0048126,0,0,0,0,-0.00348934,-0.005802101,-0.007122017,-0.016179126,42.51356945,137.5911703,42.51356945,338.2476242
54,59.26864063,9.043007813,8.994458984,7.096831543,2.4604726,2.336402,-0.70888555,-0.11657859,2.73537,2.531054,0.32185605,0.16473362,349.5587188,47.20733203,11.35063965,7.145111328,1,1,1,-1,11,11,11,11,0.10955715,0.028010368,0.021809578,0.02914524,3.4675815,0.23782271,0.9068475,1.4202889,0.14264537,4.671883,0.5891665,0.6209529,-0.004701128,0.16281685,0.25057563,0.014844193,4.962770527,79.21123884,42.5463666,149.9484932
55,69.62892969,39.21196484,23.53214648,18.46860156,0.072904795,1.9191632,-1.2231938,-0.4030619,2.1789672,-1.2374554,-1.7934577,2.061567,69.81405469,136.4965625,43.44400781,19.98949609,1,1,-1,-1,11,13,11,13,-0.014297485,0.14735794,-0.052618027,0.010599136,0.6995173,3.536828,0.7092473,0.14290574,0,0,0.07571171,0,-0.007803944,-0.01161587,-0.005474343,-0.04629703,92.98747815,94.27153178,92.98747815,250.0227055
56,51.14883203,37.93047656,8.81322168,7.330567871,-0.8295963,0.10028257,1.750072,1.40515,1.9497929,-2.0021112,1.4585751,-1.6041518,69.78282031,38.12136328,26.12582031,15.83976172,1,-1,1,-1,11,11,11,13,0.017547607,-0.0629673,-0.176157,0.07960892,0.561915,0.8966268,0.19272669,5.6338,0,0.03444599,0,0,-0.011179821,0.010937335,0.070237376,0.018580306,49.3894412,91.41491773,16.30381677,145.144574
57,63.24441406,29.47274414,13.85639941,7.490795898,-1.1569831,-1.3349309,-1.6241428,-0.31264573,0.86804795,-2.1016073,-0.12845817,-0.580127,110.5119453,59.87255078,36.51971875,7.859890625,-1,1,-1,1,11,11,13,11,-0.020584106,-0.04817581,-0.048553467,23.202473,1.9972643,0.6440298,1.1113094,3.3947253,0,0,0.07673389,0,0.006940162,0.00309621,-0.02364824,0.11054038,34.49487059,86.37220929,15.04873281,108.232155
58,33.31280859,7.65764502,7.646992188,7.475436523,-0.4715436,1.2942715,0.61515623,-0.58214414,2.2322023,2.515231,2.6011,-0.3216628,37.08555469,15.01830566,9.140075195,8.778933594,1,-1,-1,1,11,11,11,13,-0.020504236,-1.7371252,-75.7529,-75.92336,0.18740821,1.3506579,2.8046017,5.1235857,0,0,0,0,0.005282859,0.07928383,-0.048404057,-0.10355153,19.12852165,32.32837285,17.83735258,56.25949728
59,49.18396484,43.048,29.12366602,7.091800781,1.2321216,0.9257108,-0.033462014,1.0952644,-1.3659552,1.65927,1.9720608,0.37220135,91.48632813,62.84816797,29.14016406,11.78807813,-1,1,1,-1,11,11,13,11,-0.016748428,-0.009628296,-92.80081,20.346777,0.35811546,0.25759265,293.47305,0.15882921,0,0,0,0,0.007654837,-0.022147853,-0.001981138,-0.26185107,21.1766831,92.95587651,26.78402905,142.4263845
60,94.2335,19.67270117,17.12269531,7.369243164,-1.2345374,2.092964,-1.1097558,-0.9384162,0.93804514,0.4760156,0.09973454,0.21592149,175.6398125,80.97521875,28.79420508,10.85923242,1,-1,1,-1,11,13,13,11,-0.06818867,0.011612892,0.055386543,-0.029356956,1.2213446,0.48519582,0.27624562,0.9349383,0,0,0.5242159,2.745047,-0.010168701,-0.012427666,0.103145055,0.23971951,20.19880513,87.59831818,20.19880513,245.6092352
61,50.8004375,31.50600586,14.76726074,8.551432617,1.9918514,0.6455046,1.740601,-1.3274198,2.3209894,-1.4515687,-0.9521029,0.526827,189.6262031,38.30116016,43.38756641,17.25875977,1,-1,-1,-1,13,13,11,11,0.19076729,0.105306625,0.12683678,13.090474,2.1368446,0.55583155,0.8780158,2.0699174,0,0,0,0,-0.00501949,-0.020367134,0.11249831,-0.025050135,95.66915951,95.66915951,51.93903923,173.2614022
62,73.19417969,63.6993125,32.96957813,27.24636523,0.62221503,-0.9623593,-0.22860424,-0.91181594,-2.14251,1.9244055,0.3389763,-0.82284534,87.82585938,95.54438281,33.83482813,39.37960547,1,1,-1,-1,11,11,11,11,0.031661987,0.02607727,0.024124146,-0.036483765,0.17168383,0.28951007,0.9718274,0.3763405,0,0,0,0,0.016091466,0.010984439,-0.021366632,-0.00655435,73.78411066,102.4386574,81.73321923,249.2536107
63,45.72297266,45.42548047,7.176178223,7.094261719,2.0745978,1.8377666,-1.0597172,-1.5921698,-1.5159985,1.584438,-2.2117636,1.8650947,184.8797188,146.3078438,11.59709375,18.15380469,-1,1,-1,1,11,11,11,11,0.047843933,-0.09522247,0.13820267,-0.3715458,1.1724173,1.0839945,3.384618,1.0555851,0.03514516,0,0,0.2717814,-0.013457246,0.006863074,-0.05118858,0.046396032,13.30553517,115.4538795,80.279008,211.5703471
64,52.53240625,45.33490234,31.66330664,19.80070898,1.227789,-1.4917231,0.124770984,0.45554763,1.9813874,-0.58128065,-1.8600402,2.8007197,97.35871094,105.8509766,31.91026563,21.89129883,1,-1,-1,1,13,13,13,13,0.010757446,-0.04586792,0.007293701,-0.12880707,3.385042,1.4234247,1.3346318,3.6486163,0.05692231,0,0.041201122,0,0.011551101,-0.012482546,-0.005455966,0.006135256,37.25442783,200.696415,37.25442783,256.7847187
65,177.8840469,15.02621094,13.28333594,7.572811035,0.061476965,-1.2892469,0.55533665,-1.0954837,-0.40301043,-2.2124395,-1.6571245,-2.328953,178.2203281,29.34284961,15.38516602,12.58982324,-1,-1,1,1,13,13,13,11,0.03202057,-0.064928055,0.039003372,-0.16737366,0.41507018,0.24591742,2.2463167,3.3867567,0,0.71912867,0.1917333,2.3158891,-0.003752936,-0.044428196,-0.034993682,0.058688972,30.90218184,61.98684713,2.417539858,152.0126893
66,57.17778516,49.27416406,44.27739063,38.05075781,0.016644487,-0.64042413,-0.71858346,-1.2160925,0.46894568,-2.8634486,-1.273636,0.7417227,57.18570703,59.72901563,56.20942578,69.83007031,1,1,-1,-1,11,11,11,11,-0.01272583,-0.08673096,-0.028467178,0.07592583,2.1154041,0.6042939,0.89486885,0.9961687,0,0,0,0,0.016188482,0.007375845,0.020228611,0.009639235,62.51068754,87.99204318,85.79162798,202.8364253
67,129.3470938,113.2108047,40.67016406,22.70701172,0.56433123,1.1650203,0.09107838,0.6287724,0.3462293,2.6679895,-0.8701766,-1.6898284,150.4961094,199.1323906,40.83896484,27.34552148,1,1,-1,-1,11,11,11,11,0.036370277,-0.1012187,-0.023483276,0.029040813,0.20660363,0.058494277,1.2160567,0.15692994,0,0,0,0,0.012395765,-0.006662375,0.000220075,0.00335181,87.65550033,153.4383606,92.31389296,321.5500521
68,153.2327188,58.44082031,29.87038281,11.02180664,-0.65267974,1.9004397,0.19806391,0.49805295,-0.3618119,-1.9792439,-2.7567482,-2.5417862,187.0458125,199.8190625,30.45838086,12.41776563,-1,1,-1,1,13,13,13,13,0.007331848,0.07780838,0.07627869,0.013214111,1.2034333,1.8019146,1.8925931,1.1672583,0,0,0,0,-0.004366683,0.001473806,-0.01413719,-0.060708623,6.712672477,341.4360244,6.712672477,391.043397
69,83.55867188,57.35295703,39.40860547,27.83574805,0.43744653,0.19568028,0.50338334,-1.6031238,-0.5582547,2.7655208,1.3077765,-2.3205276,91.68191406,58.45450781,44.50802734,71.9525625,-1,-1,1,1,13,11,13,11,0.07297516,-0.011749268,-0.044548035,0.19708252,0.8200962,0.93755674,0.49333316,0.3296493,0,0,0,0,-0.005836762,0.006633957,0.080296576,0.039029885,92.28481007,93.51579117,92.28481007,266.3732308
70,51.27533984,31.81943164,11.03385059,8.903452148,2.388997,1.3611606,1.4675701,-0.36927918,1.2135303,-2.329248,-1.4484954,-2.6454942,281.867625,66.1380625,25.20796094,9.517451172,1,-1,1,-1,13,13,13,11,-0.052758217,-0.13973236,0.06927872,28.090702,1.3112094,0.80674654,0.46169713,14.472364,0,0,0.35925984,0,-0.007750047,-0.026669791,0.006437736,0.06849766,16.10056899,90.26640158,23.67581121,143.6892627
